,UID,Type,Est,Latitude,Longitude,ChainName,Name,Address,City,St,Zip,Phone,Web,Directions,Cat,County,RecordID,Elev,trail,hike,AmenitiesExtra,Comments,brand,CatName,PushPin,bIcon,Keyfilter,Pin
1,185840,Pro,420,40.428785,-79.999575,Covered Bridge,Liberty Tunnel,"Tunnel,",Pittsburgh,PA,15211,,,,bt,,,,,,,14 - 6 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185841,Pro,420,40.426737,-79.918415,Covered Bridge,Squirrel Hill Tunnel,"Tunnel, I-376",Pittsburgh,PA,15217,,,,bt,,,,,,,13 - 5 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185842,Pro,420,40.667361,-79.827669,Covered Bridge,Ghost Tunnel,"Tunnel, Dawson Rd",Tarentum,PA,15084,,,,bt,,,,,,,13 - 0 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185843,Pro,420,35.029456,-85.257799,Covered Bridge,Missionary Ridge Tunnel,"Tunnel, Hwy 64",Chattanooga,TN,37411,,,,bt,,,,,,,13 - 8 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185844,Pro,420,35.073582,-85.318778,Covered Bridge,Stringers Ridge Tunnel,"Tunnel, Cherokee Blvd to Dayton Blvd",Chattanooga,TN,37405,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185845,Pro,420,35.050173,-85.250862,Covered Bridge,Wilcox Tunnel,"Tunnel, Wilcox Blvd",Chattanooga,TN,37406,,,,bt,,,,,,,9 - 6 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185846,Pro,420,36.598388,-83.676892,Covered Bridge,Cumberland Gap Tunnel,"Tunnel, on 25E, near the intersection of Kentucky, Tennessee, and Virginia.",Cumberland Gap,TN,37724,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185847,Pro,420,35.74572,-83.519505,Covered Bridge,US 321\/441 Tunnel,"Tunnel, Parkway north of Gatlinburg",Gatlinburg,TN,37738,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185848,Pro,420,32.968896,-96.835922,Covered Bridge,Addison Airport Tunnel,"Tunnel, Keller Springs Rd",Addison,TX,75001,,,,bt,,,,,,,15 - 5 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185849,Pro,420,29.7263,-95.211935,Covered Bridge,Washburn Tunnel,"Tunnel, Federal Rd under the Houston Ship Channel",Houston,TX,77015,,,,bt,,,,,,,13 - 0 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185850,Pro,420,37.038172,-81.130236,Covered Bridge,Big Walker Mountain Tunnel,"Tunnel, Interstate 77 through\/under Big Walker Mountain.",Dublin,VA,24084,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185851,Pro,420,36.993846,-76.311768,Covered Bridge,Hampton Roads Bridge Tunnel,"Tunnel, Interstate 64 and U.S. Route 60",Hampton,VA,23651,,,,bt,,,,,,,13 - 6 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185852,Pro,420,36.953132,-76.407693,Covered Bridge,Monitor-Merrimac Memorial Bridge Tunnel,"Tunnel, Interstate 664",Newport News,VA,23607,,,,bt,,,,,,,14 - 6 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185853,Pro,420,36.832426,-76.293993,Covered Bridge,Downtown Tunnel,"Tunnel, I-264 crosses the Southern Branch of the Elizabeth River between Norfolk and Portsmouth",Norfolk,VA,23523,,,,bt,,,,,,,13 - 6 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185854,Pro,420,36.858804,-76.312698,Covered Bridge,Midtown Tunnel,"Tunnel, US 58 between Norfolk and Portsmouth",Norfolk,VA,23510,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185855,Pro,420,37.332976,-79.967219,Covered Bridge,Roanoke Airport Tunnel,"Tunnel, No propane or explosives, SR 118\/Ariport Rd NW",Roanoke,VA,24012,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185856,Pro,420,37.273587,-81.123279,Covered Bridge,East River Mountain Tunnel,"Tunnel, I-77 and US 52 through mountain",Rocky Gap,VA,24366,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185857,Pro,420,37.041467,-76.069474,Covered Bridge,Chesapeake Bay Bridge Tunnel,"Tunnel, US 13",Virginia Beach,VA,23455,,,,bt,,,,,,,"13 - 6 height clearance, propane tanks are allowed, but they must be shut off prior to going through the toll plazas.",bt,,low_bt_pushpin,"<\/div>', btIcon)",%xprx,low_bt_pushpin
1,185858,Pro,420,37.271291,-76.700111,Covered Bridge,Colonial Parkway Tunnel,"Tunnel, 14-8 at top, 11-0 on sides, Colonial National Historical Park",Williambsburg,VA,23185,,,,bt,,,,,,,14 - 8 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185859,Pro,420,47.592013,-122.244489,Covered Bridge,Mount Baker Tunnel,"Tunnel, Interstate 90",Mercer Island,WA,98040,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185860,Pro,420,47.585651,-122.227369,Covered Bridge,Mount Baker Tunnel,"Tunnel, Interstate 90",Mercer Island,WA,98040,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185861,Pro,420,47.590104,-122.297785,Covered Bridge,Mount Baker Tunnel,"Tunnel, Interstate 90",Seattle,WA,98144,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185862,Pro,420,40.072768,-80.719771,Covered Bridge,Wheeling Tunnel,"Tunnel, Interstate 70 and U.S. Route 250",Wheeling,WV,26003,,,,bt,,,,,,,unmarked height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185863,Pro,420,41.534812,-109.466389,Covered Bridge,Green River Tunnel,"Tunnel, Interstate 80 and U.S. Route 30",Green River,WY,82935,,,,bt,,,,,,,16 - 9 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185864,Pro,420,37.715706,-119.683119,Covered Bridge,Wawona Tunnel,"Tunnel, SR 41, Yosemite NP",Yosemite National Park,CA,95389,,,,bt,,,,,,,13 - 6 height clearance,bt,,low_bt_pushpin,"<\/div>', btIcon)",,low_bt_pushpin
1,185901,Pro,427,36.748425,-77.855132,Low Clearance,Low Clearance,Hwy 58 under 58 Bus\/S Hicks St,Lawrenceville,VA,23868,,,,LC14,,,,,,,14 - 3 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_3_pushpin
1,185902,Pro,427,36.747739,-77.847225,Low Clearance,Low Clearance,Hwy 58 under S Main St\/713,Lawrenceville,VA,23868,,,,LC14,,,,,,,14 - 3 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_3_pushpin
1,185908,Pro,426,41.36752143,-72.87130058,Low Clearance,Low Clearance,Tracks over Sackett Point Rd,North Haven,CT,6473,,,,LC12,,,,,,,12 - 9 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_9_pushpin
1,185910,Pro,480,38.769898,-120.924971,Road Grade,Road Grade,"Lotus Rd, south of Coloma, between Hwy 50 and Coloma, CA",Lotus,CA,85603,,,,Grade,,,,,,,"1380 ft elev, Eastbound: 10 percent grade descent for 2.3 miles.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,185915,Pro,427,32.374074,-91.880798,Low Clearance,Low Clearance,LA-15 Bridge structure over Bouf River,Raysville,LA,71269,,,,LC13,,,,,,,13 - 4 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_4_pushpin
1,185918,Pro,424,40.884703,-93.291568,Low Clearance,Low Clearance,Vale Rd,Chariton,IA,50049,,,,LC10,,,,,,,10 - 0 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_0_pushpin
1,185919,Pro,424,42.2591,-95.033212,Low Clearance,Low Clearance,Quincy Ave,Lake View,IA,51450,,,,LC10,,,,,,,10 - 10 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_10_pushpin
1,185920,Pro,424,39.786503,-93.069001,Low Clearance,Low Clearance,Monroe St,Brookfield,MO,64628,,,,LC10,,,,,,,10 - 10 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_10_pushpin
1,185921,Pro,424,42.035826,-89.958052,Low Clearance,Low Clearance,Daggert Rd,Carroll,IL,61053,,,,LC10,,,,,,,10 - 3 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_3_pushpin
1,185922,Pro,424,34.231366,-96.209281,Low Clearance,Low Clearance,rail over E Main St,Caney,OK,74533,,,,LC10,,,,,,,10 - 5 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_5_pushpin
1,185923,Pro,424,39.58835,-87.19922,Low Clearance,Low Clearance,CR 500,Rosedale,IN,47874,,,,LC10,,,,,,,10 - 7 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_7_pushpin
1,185924,Pro,424,39.599888,-87.088078,Low Clearance,Low Clearance,CR 100,Carbon,IN,47837,,,,LC10,,,,,,,10 - 7 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_7_pushpin
1,185925,Pro,424,39.603353,-87.050445,Low Clearance,Low Clearance,CR 300,Brazil,IN,47834,,,,LC10,,,,,,,10 - 7 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_7_pushpin
1,185926,Pro,424,34.812123,-92.17722,Low Clearance,Low Clearance,Trammel Rd,North Little Rock,AR,72117,,,,LC10,,,,,,,10 - 8 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_8_pushpin
1,185927,Pro,425,40.999141,-94.700165,Low Clearance,Low Clearance,Nodaway River Rd,Corning,IA,50841,,,,LC11,,,,,,,11 - 0 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_0_pushpin
1,185928,Pro,425,41.0452015,-94.464401,Low Clearance,Low Clearance,County Road H33,Cromwell,IA,50842,,,,LC11,,,,,,,11 - 0 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_0_pushpin
1,185929,Pro,425,40.121864,-89.047797,Low Clearance,Low Clearance,500E Rd (Green Valley Rd),Clinton,IL,61727,,,,LC11,,,,,,,11 - 0 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_0_pushpin
1,185930,Pro,425,38.496578,-90.8346,Low Clearance,Low Clearance,Danforth Dr,Summit,MO,63039,,,,LC11,,,,,,,11 - 11 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_11_pushpin
1,185931,Pro,425,40.924196,-89.716521,Low Clearance,Low Clearance,N Feucht Rd,Princeville,IL,61559,,,,LC11,,,,,,,11 - 3 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_3_pushpin
1,185932,Pro,425,40.705556,-75.088446,Low Clearance,Low Clearance,Stewartsville Rd,Stewartsville,NJ,8886,,,,LC11,,,,,,,11 - 5 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_5_pushpin
1,185933,Pro,425,35.251923,-93.048241,Low Clearance,Low Clearance,AR 247,Pottsville,AR,72858,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,185934,Pro,425,41.029419,-92.798571,Low Clearance,Low Clearance,201-243 N 8th St,Albia,IA,52531,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,185935,Pro,425,43.15098,-93.210612,Low Clearance,Low Clearance,648-696 1st St SW,Mason City,IA,50401,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,185936,Pro,425,37.230001,-93.298057,Low Clearance,Low Clearance,Grant Ave,Springfield,MO,65803,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,185937,Pro,425,32.878482,-79.979758,Low Clearance,Low Clearance,1097-1099 Buist Ave,North Charleston,SC,29405,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,185938,Pro,425,39.24003,-88.165741,Low Clearance,Low Clearance,Jefferson St,Greenup,IL,62428,,,,LC11,,,,,,,11 - 7 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_7_pushpin
1,185939,Pro,425,37.15769,-88.73666,Low Clearance,Low Clearance,W 8th Street,Metropolis,IL,62960,,,,LC11,,,,,,,11 - 8 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_8_pushpin
1,185940,Pro,428,42.039349,-93.698755,Low Clearance,Low Clearance,rail over N 500th Ave,Ames,IA,50014,,,,LC14,,,,,,,14 - 9 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_9_pushpin
1,185941,Pro,426,41.4106889,-95.1283371,Low Clearance,Low Clearance,555th St,Atlantic,IA,50022,,,,LC12,,,,,,,12 - 0 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,185942,Pro,426,41.44302,-84.032906,Low Clearance,Low Clearance,CR T,Liberty Center,OH,43532,,,,LC12,,,,,,,12 - 0 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,185943,Pro,426,43.02027,-87.908689,Low Clearance,Low Clearance,E Washington St,Milwaukee,WI,53204,,,,LC12,,,,,,,12 - 0 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,185944,Pro,426,43.023225,-87.908474,Low Clearance,Low Clearance,National Ave,Milwaukee,WI,53204,,,,LC12,,,,,,,12 - 0 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,185945,Pro,426,38.980446,-94.500029,Low Clearance,Low Clearance,79th St,Kansas City,MO,64138,,,,LC12,,,,,,,12 - 10 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_10_pushpin
1,185946,Pro,426,44.953303,-93.220382,Low Clearance,Low Clearance,S 36th Ave,Minneapolis,MN,55406,,,,LC12,,,,,,,12 - 2 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,185947,Pro,426,48.059648,-100.936194,Low Clearance,Low Clearance,2nd Avenue Bridge,Velva,ND,58790,,,,LC12,,,,,,,12 - 2 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,185948,Pro,426,32.737434,-97.110697,Low Clearance,Low Clearance,N West St,Arlington,TX,76011,,,,LC12,,,,,,,12 - 2 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,185949,Pro,426,38.536876,-90.587514,Low Clearance,Low Clearance,St Paul Rd,Ballwin,MO,63021,,,,LC12,,,,,,,12 - 3 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_3_pushpin
1,185950,Pro,426,41.8968216,-92.2683188,Low Clearance,Low Clearance,1254-1274 13th Ave,Belle Plaine,IA,52208,,,,LC12,,,,,,,12 - 4 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_4_pushpin
1,185951,Pro,426,42.250732,-90.419886,Low Clearance,Low Clearance,Potter Dr,Bellevue,IA,52031,,,,LC12,,,,,,,12 - 4 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_4_pushpin
1,185952,Pro,426,38.609063,-90.315833,Low Clearance,Low Clearance,Maple Ave,St Louis,MO,63143,,,,LC12,,,,,,,12 - 4 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_4_pushpin
1,185953,Pro,426,41.243181,-95.942234,Low Clearance,Low Clearance,rail over S 20th St,Omaha,NE,68108,,,,LC12,,,,,,,12 - 4 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_4_pushpin
1,185954,Pro,426,43.023242,-87.907196,Low Clearance,Low Clearance,National Ave,Milwaukee,WI,53204,,,,LC12,,,,,,,12 - 4 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_4_pushpin
1,185955,Pro,426,34.741944,-92.257828,Low Clearance,Low Clearance,6th St,Little Rock,AR,72202,,,,LC12,,,,,,,12 - 5 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_5_pushpin
1,185956,Pro,426,33.748403,-84.309766,Low Clearance,Low Clearance,Cottage Grove Avenue,Atlanta,GA,30317,,,,LC12,,,,,,,12 - 5 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_5_pushpin
1,185957,Pro,426,38.673751,-89.927798,Low Clearance,Low Clearance,Longhi Road,Collinsville,IL,62234,,,,LC12,,,,,,,12 - 5 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_5_pushpin
1,185958,Pro,426,41.002971,-95.863879,Low Clearance,Low Clearance,60170 Karns Rd,Pacific Junction,IA,51561,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,185959,Pro,426,42.051728,-90.051088,Low Clearance,Low Clearance,Ashby Rd,Savanna,IL,61074,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,185960,Pro,426,45.080547,-94.29702,Low Clearance,Low Clearance,Csah 6,Dassel,MN,55325,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,185961,Pro,426,39.411496,-94.256012,Low Clearance,Low Clearance,Watkins Rd,Excelsior Springs,MO,64024,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,185962,Pro,426,32.743812,-97.303018,Low Clearance,Low Clearance,S Riverside Dr,Fort Worth,TX,76104,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,185963,Pro,426,36.685561,-79.876311,Low Clearance,Low Clearance,Bridge St,Martinsville,VA,24112,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,185964,Pro,426,41.374627,-74.694034,Low Clearance,Low Clearance,Pike St\/209\/6,Port Jervis,NY,12771,,,,LC12,,,,,,,12 - 8 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_8_pushpin
1,185965,Pro,426,43.616242,-71.972712,Low Clearance,Low Clearance,Height of the land Rd,Grafton,NH,3240,,,,LC12,,,,,,,12 - 9 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_9_pushpin
1,185966,Pro,426,32.079165,-84.233934,Low Clearance,Low Clearance,Jackson Street,Americus,GA,31709,,,,LC12,,,,,,,12 - 0 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,185967,Pro,427,41.8340387,-92.7853633,Low Clearance,Low Clearance,15044 North 99th Ave E,Grinnell,IA,50112,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,185968,Pro,427,39.761246,-84.180152,Low Clearance,Low Clearance,McDonough St,Dayton,OH,45402,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,185969,Pro,427,38.672028,-89.937941,Low Clearance,Low Clearance,Lockman Road (Gates of Hell Paranormal Legend),Collinsville,IL,62234,,,,LC13,,,,,,,13 - 1 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_1_pushpin
1,185970,Pro,427,38.706842,-89.847117,Low Clearance,Low Clearance,Bauer Road,Troy,IL,62294,,,,LC13,,,,,,,13 - 11 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_11_pushpin
1,185971,Pro,427,38.061788,-91.403045,Low Clearance,Low Clearance,Franklin St,Cuba,MO,65453,,,,LC13,,,,,,,13 - 11 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_11_pushpin
1,185972,Pro,427,38.677292,-89.909267,Low Clearance,Low Clearance,Liberty Road (Gates of Hell Paranormal Legend),S Liberty Rd,IL,62294,,,,LC13,,,,,,,13 - 3 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_3_pushpin
1,185973,Pro,427,29.757662,-95.349342,Low Clearance,Low Clearance,Commerce St,Houston,TX,77002,,,,LC13,,,,,,,13 - 3 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_3_pushpin
1,185974,Pro,427,43.017028,-87.908656,Low Clearance,Low Clearance,Greenfield Ave,Milwaukee,WI,53204,,,,LC13,,,,,,,13 - 5 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,185975,Pro,427,42.080302,-95.014276,Low Clearance,Low Clearance,18889-18903 Eagle Ave,Arcadia,IA,51430,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,185976,Pro,427,39.611577,-86.996369,Low Clearance,Low Clearance,CR 800,Greencastle,IN,46135,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,185977,Pro,427,36.327983,-78.40057,Low Clearance,Low Clearance,Charles St,Henderson,NC,27536,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,185978,Pro,427,35.7526,-96.070192,Low Clearance,Low Clearance,Alt 75,Beggs,OK,74421,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,185979,Pro,427,35.992954,-96.177445,Low Clearance,Low Clearance,Ozark Trail,Sapulpa,OK,74066,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,185980,Pro,427,37.460618,-89.137375,Low Clearance,Low Clearance,Tunnel Lane\/Campground Rd under I-57,Dongola,IL,62926,,,,LC13,,,,,,,13 - 7 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_7_pushpin
1,185981,Pro,427,39.755128,-86.101991,Low Clearance,Low Clearance,Sherman Dr,Indianapolis,IN,46203,,,,LC13,,,,,,,13 - 8 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,185982,Pro,427,32.840647,-84.809124,Low Clearance,Low Clearance,GA 354,Pine Mountain Valley,GA,31822,,,,LC13,,,,,,,13 - 9 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_9_pushpin
1,185983,Pro,427,44.606447,-71.506382,Low Clearance,Low Clearance,RT-110,Groveton,NH,3582,,,,LC13,,,,,,,13 - 9 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_9_pushpin
1,185984,Pro,427,42.107078,-72.681966,Low Clearance,Low Clearance,Dewey St,Springfield,MA,1089,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,185985,Pro,428,38.087517,-89.940221,Low Clearance,Low Clearance,Church Street (Old IL 3),Evansville,IL,62242,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,185986,Pro,428,37.231449,-93.275231,Low Clearance,Low Clearance,National Ave,Springfield,MO,65803,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,185987,Pro,428,33.51224,-90.178938,Low Clearance,Low Clearance,Main St,Greenwood,MS,38930,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,185988,Pro,428,35.212982,-101.833427,Low Clearance,Low Clearance,S Fillmore St,Amarillo,TX,79101,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,185989,Pro,428,40.0534593,-95.422824,Low Clearance,Low Clearance,Ash St,Rulo,NE,68431,,,,LC14,,,,,,,14 - 11 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_11_pushpin
1,185990,Pro,428,36.23501,-95.848376,Low Clearance,Low Clearance,E 56th St,Owasso,OK,74055,,,,LC14,,,,,,,14 - 11 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_11_pushpin
1,185991,Pro,428,38.566263,-90.462515,Low Clearance,Low Clearance,Tree Courty Industrial Blvd,St Louis,MO,63122,,,,LC14,,,,,,,14 - 2 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_2_pushpin
1,185992,Pro,428,35.78538,-78.642642,Low Clearance,Low Clearance,Capital Blvd,Raleigh,NC,27603,,,,LC14,,,,,,,14 - 2 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_2_pushpin
1,185993,Pro,428,33.990962,-81.027181,Low Clearance,Low Clearance,rail over Sumter St,Columbia,SC,29201,,,,LC14,,,,,,,14 - 2 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_2_pushpin
