,UID,Type,Est,Latitude,Longitude,ChainName,Name,Address,City,St,Zip,Phone,Web,Directions,Cat,County,RecordID,Elev,trail,hike,AmenitiesExtra,Comments,brand,CatName,PushPin,bIcon,Keyfilter,Pin
1,100806,Pro,427,33.536004,-86.807014,Low Clearance,Low Clearance,2629-2719 15th Ave N,Birmingham,AL,35234,,,,LC13,,,,,,,13 - 7 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_7_pushpin
1,100807,Pro,427,33.536026,-86.807005,Low Clearance,Low Clearance,2700-2718 15th Ave N,Birmingham,AL,35234,,,,LC13,,,,,,,13 - 7 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_7_pushpin
1,100808,Pro,427,33.537586,-86.752312,Low Clearance,Low Clearance,5401-5499 1st Ave S,Birmingham,AL,35212,,,,LC13,,,,,,,13 - 3 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_3_pushpin
1,100828,Pro,427,33.496584,-86.839576,Low Clearance,Low Clearance,931-999 Montevallo Rd SW,Birminghan,AL,35211,,,,LC13,,,,,,,13 - 6  height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,100829,Pro,427,33.509161,-86.813139,Low Clearance,Low Clearance,10 14th St S,Birminghan,AL,35233,,,,LC13,,,,,,,13 - 8  height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,100830,Pro,426,33.511791,-86.807662,Low Clearance,Low Clearance,18th St N,Birminghan,AL,35203,,,,LC12,,,,,,,12 - 10 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_10_pushpin
1,100831,Pro,428,33.512508,-86.806203,Low Clearance,Low Clearance,90 19th St N,Birminghan,AL,35203,,,,LC14,,,,,,,14 - 1 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_1_pushpin
1,100832,Pro,427,33.513086,-86.80476,Low Clearance,Low Clearance,1931 20th St N,Birminghan,AL,35234,,,,LC13,,,,,,,13 - 4 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_4_pushpin
1,100833,Pro,427,33.526196,-86.791148,Low Clearance,Low Clearance,3251-3299 Messer Airport Hwy,Birminghan,AL,35222,,,,LC13,,,,,,,13 - 9 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_9_pushpin
1,100834,Pro,427,33.537829,-86.752206,Low Clearance,Low Clearance,5412-5498 1st Ave S,Birminghan,AL,35212,,,,LC13,,,,,,,13 - 3 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_3_pushpin
1,100835,Pro,427,33.538064,-86.751561,Low Clearance,Low Clearance,1 55th St S,Birminghan,AL,35212,,,,LC13,,,,,,,13 - 3 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_3_pushpin
1,100859,Pro,422,34.938072,-85.747757,Low Clearance,Low Clearance,6273-6299 County Road 75,Bridgeport,AL,35740,,,,LC8,,,,,,,8 - 1 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_1_pushpin
1,100860,Pro,424,34.947323,-85.712842,Low Clearance,Low Clearance,Kilpatrick Row,Bridgeport,AL,35740,,,,LC10,,,,,,,10 - 6 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_6_pushpin
1,100887,Pro,427,33.346979,-86.639343,Low Clearance,Low Clearance,10472-10882 Co Road 280,Chelsea,AL,35043,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,100892,Pro,422,33.276052,-86.350246,Low Clearance,Low Clearance,303 4th St SE,Childersburg,AL,35044,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,100893,Pro,428,33.278743,-86.352961,Low Clearance,Low Clearance,501-599 1st St SW,Childersburg,AL,35044,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,100913,Pro,422,33.784581,-87.207873,Low Clearance,Low Clearance,7872-7942 Whitehouse Rd,Cordova,AL,35550,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,100939,Pro,423,34.145602,-86.83074,Low Clearance,Low Clearance,2010 Beech Ave SE,Cullman,AL,35055,,,,LC9,,,,,,,9 - 8 height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_8_pushpin
1,100940,Off,422,34.155072,-86.832798,Low Clearance,Low Clearance,Sheraton Rd SE,Cullman,AL,35055,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,100958,Pro,424,34.611656,-86.988661,Low Clearance,Low Clearance,2-98 Finley Dr NW,Decatur,AL,35601,,,,LC10,,,,,,,10 - 8 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_8_pushpin
1,100969,Pro,421,32.52095,-87.828942,Low Clearance,Low Clearance,500-598 River Rd,Demopolis,AL,36732,,,,LC7,,,,,,,7 - 0 height clearance (136),low-clearance,,low_7_pushpin,"<\/div>', LC7Icon)",-136%,low_7_0_pushpin
1,100973,Pro,422,33.73207,-87.103166,Low Clearance,Low Clearance,880 Commerce Ave,Dora,AL,35062,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,101010,Pro,428,31.310709,-85.850894,Low Clearance,Low Clearance,S Main St\/134,Enterprise,AL,36330,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,101037,Off,426,34.85102,-87.5705,Low Clearance,Low Clearance,Florence Blvd,Florence,AL,35630,,,,LC12,,,,,,,bridge replaced with new one next to it - 12 - 1 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_1_pushpin
1,101046,Pro,422,32.549556,-87.830642,Low Clearance,Low Clearance,Co Road 18,Forkland,AL,36740,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,101055,Pro,428,34.009452,-85.993284,Low Clearance,Low Clearance,101-103 N Hood Ave,Gadsden,AL,35903,,,,LC14,,,,,,,14 - 6 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_6_pushpin
1,101068,Pro,427,33.323592,-87.910262,Low Clearance,Low Clearance,Hwy 6\/82,Gordo,AL,35466,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,101074,Pro,424,31.82954,-86.6279,Low Clearance,Low Clearance,W Commerce St,Greenville,AL,36037,,,,LC10,,,,,,,10 - 6 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_6_pushpin
1,101091,Pro,429,34.207874,-87.631328,Low Clearance,Low Clearance,Alabama 129,Haleyville,AL,35565,,,,LC15,,,,,,,15 - 2 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_15_2_pushpin
1,101092,Pro,429,34.233788,-87.633696,Low Clearance,Low Clearance,Campbell Rd,Haleyville,AL,35565,,,,LC15,,,,,,,16 - 3 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_16_3_pushpin
1,101106,Pro,425,34.01252,-86.747604,Low Clearance,Low Clearance,3rd St SE,Hanceville,AL,35077,,,,LC11,,,,,,,11 - 0 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_0_pushpin
1,101116,Pro,424,34.398197,-86.912842,Low Clearance,Low Clearance,Townsend Rd,Hartselle,AL,35640,,,,LC10,,,,,,,10 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_0_pushpin
1,101118,Off,424,33.88971,-86.75992,Low Clearance,Low Clearance,Hwy 160,Hayden,AL,35079,,,,LC10,,,,,,,"Had it as 10-1 but reported as higher than 13-6 and no signage, 10 - 1 height clearance (136)",low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_1_pushpin
1,101119,Pro,427,33.925619,-86.77598,Low Clearance,Low Clearance,CR 7,Hayden,AL,35079,,,,LC10,,,,,,,10 - 0 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_0_pushpin
1,101156,Pro,427,33.537846,-86.710728,Low Clearance,Low Clearance,2-98 16th St N,Irondale,AL,35210,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,101162,Pro,425,31.495081,-87.904788,Low Clearance,Low Clearance,Industrial Rd,Jackson,AL,36545,,,,LC11,,,,,,,11 - 0 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_0_pushpin
1,101163,Pro,426,32.87353,-85.80406,Low Clearance,Low Clearance,Main St north of 280,Jacksons Gap,AL,36861,,,,LC12,,,,,,,12 - 10 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_10_pushpin
1,101181,Pro,422,33.544714,-86.535829,Low Clearance,Low Clearance,11th St NE,Leeds,AL,35094,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,101182,Pro,428,33.548425,-86.543814,Low Clearance,Low Clearance,399 Ashville Rd,Leeds,AL,35094,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,101183,Pro,429,33.555053,-86.57206,Low Clearance,Low Clearance,Interstate 20,Leeds,AL,35094,,,,LC15,,,,,,,15 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_15_0_pushpin
1,101189,Pro,429,33.60427,-86.1945,Low Clearance,Low Clearance,Al 4 -US 8,Lincoln,AL,35096,,,,LC15,,,,,,,15 - 3 height clearance in center with 13 - 2 side angle bars,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_15_3_pushpin
1,101197,Pro,429,32.583084,-88.184186,Low Clearance,Low Clearance,Alabama 28,Livingston,AL,35470,,,,LC15,,,,,,,15 - 7 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_15_7_pushpin
1,101239,Pro,426,30.693051,-88.03097,Low Clearance,Low Clearance,Hwy 90 Tunnel,Mobile,AL,36603,,,,LC12,,,,,,,12 - 0 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,101240,Pro,428,30.69596,-88.11267,Low Clearance,Low Clearance,Old Shell Rd,Mobile,AL,36603,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,101268,Pro,429,32.358886,-86.335067,Low Clearance,Low Clearance,1499 Terminal Rd,Montgomery,AL,36108,,,,LC15,,,,,,,16 - 0 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_16_0_pushpin
1,101283,Pro,428,33.714898,-86.73905,Low Clearance,Low Clearance,County Road 121,Morris,AL,35116,,,,LC14,,,,,,,14 - 3 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_3_pushpin
1,101284,Pro,423,33.757931,-86.75313,Low Clearance,Low Clearance,2155 Creel Rd,Morris,AL,35116,,,,LC9,,,,,,,9 - 6 height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_6_pushpin
1,101296,Pro,428,34.08776,-87.601236,Low Clearance,Low Clearance,U.S. 278,Natural Bridge,AL,35577,,,,LC14,,,,,,,14 - 10 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_10_pushpin
1,101309,Pro,424,33.971021,-86.518348,Low Clearance,Low Clearance,Easley Bridge Rd,Oneonta,AL,35121,,,,LC10,,,,,,,10 - 0 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_0_pushpin
1,101310,Pro,422,34.00742,-86.44881,Low Clearance,Low Clearance,I-99 Covered Bridge Cir,Oneonta,AL,35121,,,,LC8,,,,,,,8 - 6 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_6_pushpin
1,101315,Pro,428,32.62673,-85.3714,Low Clearance,Low Clearance,Marvyn Pkwy\/51,Opelika,AL,36804,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,101316,Pro,424,32.64336,-85.386084,Low Clearance,Low Clearance,1-99 14th St N,Opelika,AL,36801,,,,LC10,,,,,,,10 - 1 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_1_pushpin
1,101317,Pro,422,32.654214,-85.429663,Low Clearance,Low Clearance,3189-3599 Waverly Pkwy,Opelika,AL,36801,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,101339,Pro,422,31.47304,-85.659371,Low Clearance,Low Clearance,382 Jodie Parker Rd,Ozark,AL,36360,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,101349,Pro,422,33.592368,-86.398341,Low Clearance,Low Clearance,49 Cook Springs Rd,Pell City,AL,35128,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,101356,Pro,422,32.477308,-84.998559,Low Clearance,Low Clearance,1803 4th Ave,Phenix City,AL,36867,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,101357,Pro,422,32.477348,-84.996858,Low Clearance,Low Clearance,404 2nd Ave,Phenix City,AL,36867,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,101379,Pro,428,33.603035,-86.195588,Low Clearance,Low Clearance,Hwy 4\/78,Riverside,AL,35135,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,101400,Pro,429,34.594856,-86.057277,Low Clearance,Low Clearance,Goosepond Dr,Scottsboro,AL,35769,,,,LC15,,,,,,,16 - 1 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_16_1_pushpin
1,101401,Pro,427,32.29444,-85.17875,Low Clearance,Low Clearance,Carver Rd\/30 under Hwy 431,Seale,AL,36875,,,,LC13,,,,,,,13 - 1 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_1_pushpin
1,101420,Pro,427,30.66657,-87.91688,Low Clearance,Low Clearance,Spanish Fort Blvd\/31\/3,Spanish Fort,AL,36527,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,101421,Pro,427,30.6781,-87.98661,Low Clearance,Low Clearance,Battleship Pkwy,Spanish Fort,AL,36527,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,101461,Pro,427,33.22703,-87.508562,Low Clearance,Low Clearance,220 25th Ave E,Tuscaloosa,AL,35404,,,,LC13,,,,,,,13 - 8 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,101473,Pro,429,34.713705,-87.634818,Low Clearance,Low Clearance,4893-4895 S Wilson Dam Hwy,Tuscumbia,AL,35674,,,,LC15,,,,,,,16 - 0 height clearance,low-clearance,,low_15_pushpin,"<\/div>', LC15Icon)",,low_16_0_pushpin
1,101488,Pro,424,33.37149,-86.40262,Low Clearance,Low Clearance,CR 62,Vincent,AL,35178,,,,LC10,,,,,,,10 - 10 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_10_pushpin
1,101489,Pro,428,33.384689,-86.411943,Low Clearance,Low Clearance,42671-42683 Alabama 53,Vincent,AL,35178,,,,LC14,,,,,,,14 - 3 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_3_pushpin
1,101491,Pro,422,33.78454,-86.74916,Low Clearance,Low Clearance,CR 152,Warrior,AL,35180,,,,LC8,,,,,,,8 - 6 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_6_pushpin
1,101500,Pro,426,32.538674,-86.207158,Low Clearance,Low Clearance,W Bridge St,Wetumpka,AL,36092,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,101566,Pro,424,33.57818,-92.8261,Low Clearance,Low Clearance,Grinstead St SE,Camden,AR,71701,,,,LC10,,,,,,,10 - 1 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_1_pushpin
1,101567,Pro,427,33.58788,-92.82704,Low Clearance,Low Clearance,Van Bruren St Bus 79,Camden,AR,71701,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,101568,Pro,427,33.60656,-92.82024,Low Clearance,Low Clearance,AR 7,Camden,AR,71701,,,,LC13,,,,,,,13 - 1 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_1_pushpin
1,101575,Pro,426,34.688809,-91.316231,Low Clearance,Low Clearance,US 79,Clarendon,AR,72029,,,,LC12,,,,,,,12 - 1 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_1_pushpin
1,101604,Pro,423,35.26824,-90.47207,Low Clearance,Low Clearance,Alabama Ave south of Randolph St,Earle,AR,72331,,,,LC9,,,,,,,9 - 0 height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_0_pushpin
1,101605,Pro,426,35.26946,-90.46567,Low Clearance,Low Clearance,Commerce St,Earle,AR,72331,,,,LC12,,,,,,,12 - 1 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_1_pushpin
1,101606,Pro,427,35.26948,-90.46101,Low Clearance,Low Clearance,Park St\/149,Earle,AR,72331,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,101616,Pro,425,33.1042,-91.25889,Low Clearance,Low Clearance,E Lee St,Eudora,AR,71640,,,,LC11,,,,,,,11 - 5 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_5_pushpin
1,101625,Pro,427,33.81486,-92.40549,Low Clearance,Low Clearance,E 4th St\/8,Fordyce,AR,71742,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,101643,Pro,422,33.610766,-93.815338,Low Clearance,Low Clearance,Ina St and Little River St,Fulton,AR,71838,,,,LC8,,,,,,,8 - 0 height clearance (136),low-clearance,,low_8_pushpin,"<\/div>', LC8Icon)",-136%,low_8_0_pushpin
1,101644,Pro,427,33.613199,-93.812451,Low Clearance,Low Clearance,AR 355,Fulton,AR,71838,,,,LC13,,,,,,,13 - 8 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,101646,Pro,427,36.490386,-93.932441,Low Clearance,Low Clearance,Hwy 62,Garfield,AR,72732,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,101647,Pro,427,33.369334,-93.717736,Low Clearance,Low Clearance,AR 134 south of 82,Garland,AR,71839,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,101659,Pro,424,33.92202,-93.15095,Low Clearance,Low Clearance,W Maple St just north of N 1st St,Gurdon,AR,71743,,,,LC10,,,,,,,10 - 6 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_6_pushpin
1,101678,Pro,425,34.49264,-93.04841,Low Clearance,Low Clearance,Shady Grove Rd,Hot Springs,AR,71901,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,101711,Pro,425,34.740659,-92.295208,Low Clearance,Low Clearance,S Summit St,Little Rock,AR,72201,,,,LC11,,,,,,,11 - 4 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_4_pushpin
1,101712,Pro,426,34.74192,-92.25778,Low Clearance,Low Clearance,E 6th St,Little Rock,AR,72201,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,101713,Pro,427,34.741997,-92.252767,Low Clearance,Low Clearance,E 6th St,Little Rock,AR,72201,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,101714,Pro,427,34.74506,-92.30071,Low Clearance,Low Clearance,W 7th St,Little Rock,AR,72201,,,,LC13,,,,,,,13 - 5 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,101715,Pro,424,34.749817,-92.274943,Low Clearance,Low Clearance,La Harpe Blvd,Little Rock,AR,72201,,,,LC10,,,,,,,10 - 1 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_1_pushpin
1,101757,Pro,423,35.153681,-92.75045,Low Clearance,Low Clearance,S Cherokee St south of 64,Morrilton,AR,72110,,,,LC9,,,,,,,9 - 4 height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_4_pushpin
1,101758,Pro,427,35.154772,-92.753856,Low Clearance,Low Clearance,S Cedar St south of 64,Morrilton,AR,72110,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,101761,Pro,427,35.885512,-91.890616,Low Clearance,Low Clearance,CR 157,Mountain View,AR,72560,,,,LC13,,,,,,,13 - 5 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,101776,Pro,424,35.587339,-91.321836,Low Clearance,Low Clearance,"Eagle Lake Rd, Jackson 10",Newport,AR,72112,,,,LC10,,,,,,,10 - 6 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_6_pushpin
1,101783,Pro,426,34.75818,-92.2792,Low Clearance,Low Clearance,W Broadway St,North Little Rock,AR,72114,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,101784,Pro,427,34.76853,-92.19942,Low Clearance,Low Clearance,Jacksonville Hwy\/161,North Little Rock,AR,72114,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,101810,Pro,423,35.26431,-90.55385,Low Clearance,Low Clearance,Tyronza Ave,Parkin,AR,72373,,,,LC9,,,,,,,9 - 8 height clearance (136),low-clearance,,low_9_pushpin,"<\/div>', LC9Icon)",-136%,low_9_8_pushpin
1,101811,Pro,426,35.26451,-90.55601,Low Clearance,Low Clearance,Sparrow Ave\/75,Parkin,AR,72373,,,,LC12,,,,,,,12 - 1 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_1_pushpin
1,101812,Pro,425,35.26476,-90.55869,Low Clearance,Low Clearance,W Front St\/758,Parkin,AR,72373,,,,LC11,,,,,,,11 - 8 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_8_pushpin
